sample0,sample1,sample2,sample3,sample4
C=CC(Oc1ccc(C(=O)O)cc1)C1CCC(C)(CCc2ccc(O)cc2)O1,CC(C)(CCCN=C(N)Nc1nc(N)ncc1Cl)N(Cl)Cl,COCCNC(=O)c1n[nH]cc1C(C)OCc1cccc(F)c1,CCOc1c(C)nn2c(=O)cc(CCc3ccc4cccc-4cc3)[nH]c12,Cc1cccc(C2=NCCc3ccccc32)c1
COc1cc2c(cc1OC)Oc1ncnc(NCC(C)CO)c1NC2,COc1cnc2sc(S(=O)(=O)c3ccc4c(c3)N=CC3CCCN3C4=O)cc2c1-c1ccccc1C(=O)O,CCOC(=O)C1(CNC(=O)CSCC(=O)C(F)(F)F)CCC1,O=C(O)c1ccc(-c2nc3c(Sc4ccc[n+]([O-])c4)ncnc3o2)cc1,Cc1nn(CCCCCSCCCOS(C)(=O)=O)c(C)c1Cl
CC1CC=CC2C1C(=O)N(CC(=O)O)C2c1ccccc1-c1ccc(CCCCNC(=N)N)cc1,CCOC(=O)c1c(NC(=O)c2cc3c([nH]c4ccccc43)c(-c3ccccc3)n2)sc2c1CC(C)(C)NC2(C)C,COc1cccc(C(O)Cc2nc3cc(Br)ccc3n2C)c1,CC(C)(Cc1noc(CN2C(=O)C(=O)NCC2Cc2cnccn2)n1)c1ccccc1,COC(=O)NC(=O)CC[S+](C)C
COc1ccc2c(c1)N=C(c1cn(C)nc1C)c1ccccc1N2,COc1cc(-c2cc(CNC(C)N=C(C)O)cc3c2OCO3)ccc1O,CNc1ccc(NC2=Cc3ccccc3Cn3ccnc32)cc1Cl,COc1cc2c(NC(=Nc3ccc(OCc4ccnc(Br)c4)nc3)NC#N)ncnc2cc1NCC(O)CO,CC(C)(CC(=O)O)CC(=O)c1ccccc1-c1ccccc1
OCC1OC(N(c2ccc3c(c2)CCNCC3)C2CC2)C(O)C(O)C1O,N=C(S)c1ccc(=O)n(O)c1,COc1ccc(S(=O)(=O)NC(=O)N(C)CCC(O)c2ccc(OC)c(Oc3ccc(Cl)c(Cl)c3)c2)cc1,CCS(=O)(=O)c1ccc(-c2cc3cnc(N)nc3nc2NC(=O)C=C(C)C)cc1,CCCCCC(c1cc(-c2c(C)nn(-c3ccccc3)c2C(F)(F)F)c2c(=O)[nH]c(C(F)(F)F)nc2n1)C(F)(F)F
Nc1ncnc2nc(Oc3ccccc3)cnc12,COC(=O)C1=C(Sc2ccc(F)c(F)c2)NC(c2ccc(Cl)cc2Cl)=C(C(F)(F)F)C1c1ccccc1,CCCCc1ncc(C(NC(=O)c2ccccc2C(F)(F)F)c2cccc(OC(C)C)c2)n1-c1ccccc1,COCN=Cc1ccc2c(c1)CCC(C)(C)O2,COc1ccc(-c2cc(C(c3ccc(OC)c(OC)c3)N3CCN(S(=O)(=O)c4cccc(Cl)c4F)CC3)[nH]n2)cc1OC
CC(C)c1ccc(C(=O)NS(=O)(=O)C2C3C=CC4(O3)C2C(=O)N(CCNC=O)C4c2cccc(C3=CCCC3)c2)cc1,CS(=O)(=O)Nc1cccc(C(=O)C=Cc2ccc(Cl)cc2)c1,NC(N)=NC(=O)c1cnc(Nc2ccnc(N)c2)s1,CN1c2ccc(Cl)cc2N(c2ccc(N3CCOCC3)cc2)C(=O)c2[nH]cnc21,CC(C)c1cccc(C(=O)NCCC(=O)NO)c1SCCc1ccccc1
CCCCCCC(=O)C(=O)NCCCC(=O)Nc1cccc2ccccc12,Cc1ccc(NC(=O)CSc2ncc([N+](=O)[O-])cc2Cl)cc1,CN1C(=O)CC2(C1=O)C(=O)N(CC(=O)N1CCc3ccccc3C1)C(=O)c1ccccc12,Cc1ccc(NC(=O)CN2CCN(c3cc(C)nn3C)CC2)cn1,Cc1cccc(NC2=NC(=O)SC2=CCc2ccccc2)c1
COc1ccc(CN(CCN2CCN(CC=Cc3ccccc3)CC2)C(=O)C23C4C5C2C2C3C4C52I)cc1OC,O=C(N(C1CC1)C1C2CN3CCC(O2)C13)n1cnc2c(=O)[nH]c(=O)[nH]c21,COc1ccc(S(=O)(=O)N2CCN(CCOc3ccc(C4=C(c5ccc6c(c5)OCCO6)C(=O)NC4=O)cc3)CC2)cc1,Cc1cnc(N2CCC(CNC(=O)c3ccccc3)CC2)nc1C(CN(O)N=O)C(=O)O,CC1=CC(=O)C2C(C)CCC3C(C)C(=O)OC3C12C
CC(C)(O)CCCC(C(=O)O)C1C(O)CC2C3C(O)C=C4CC(O)CCC4(C)C3CCC21C,CC(C)C(C#N)(CCCc1ccc(OCC(=O)NC2CCCCC2)cc1)N1CCOCC1,O=C1Nc2ccccc2C(=O)N2CC(O)CC12,CC(O)=NCCCCc1ccc2c(c1)OCc1ccccc1C2=O,CCCN(CCC)Cc1cc2c(Nc3ccccc3)ncnc2cc1Oc1cnc2[nH]ncc2c1
COC(=O)C=C(OC(=O)NCC(F)(F)F)c1cccc(C)c1,O=C(O)CS(=O)(=O)c1ccc(C(F)(F)P(=O)(O)O)cc1,CCC(C)Nc1ccc(-c2nnc(N3CC(C)CC(C)C3)s2)cc1,O=C(O)c1cc(NS(=O)(=O)N2N=C(c3ccccc3)C2CCO)ccc1Cl,N#Cc1cc2[nH]c(Cc3ccc(Br)cc3)c(Cl)c2cc1C(F)(F)F
CCOC(=O)Cc1cc(S(=O)(=O)N2CCCc3ccccc32)c([N+](=O)[O-])c(O)n1,CC(=O)N1CCN(Cc2cc(NC(=O)c3c(F)c(F)c(F)c(F)c3F)ccc2F)CC1,CCC1=CC2Cc3nc4ccccc4c(N)c3C(C1)C2,CC(Br)C(=O)O,COCCCn1nnc2c(SCc3cc(Cl)cc(Cl)c3)ncnc21
Cc1ccc(C=NNC(=O)C(=O)NCC(=O)SCC(=O)Nc2ccccc2)cc1,COc1ccc(N2CCC(NC(=O)CSc3nnc([N+](=O)[O-])n4c3cc3occc34)C2)cc1,CCCC(=O)NC(C)C(=O)N(C)N=Nc1ccc2c(c1)oc(=O)n2C,CC(C)c1cccc(NC(=O)N2CCCc3ccccc32)c1CO,C=CCn1c(C)cc(=O)[nH]c1=O
N#Cc1ccc(OC2CCCN(Cc3ccc(Br)o3)C2)cc1,CCN(Cc1ccco1)C(=O)CNc1ccc2ncc(-n3nc(C)cc3C)nc2n1,CCN(CC(=O)Nc1ccc2c(c1)OCO2)c1ccc(C(=O)O)cc1,CC(=O)NCC(=O)Nc1ccc(NC(=O)C2Cc3c([nH]c4ccccc34)C3c4ccccc4C(=O)N23)cc1,CC(C)CN(CCCn1ccnn1)C(Cc1nc2ccccc2s1)C(=O)N1CCC2(CC1)CN(S(C)(=O)=O)c1ccccc12
CN1c2ccsc2C(O)=C(Cc2cncc3c2CCN(C(=O)O)C3)S1(=O)=O,O=C(Nc1ccc(OCc2ccc(OCc3cc(C(F)(F)F)ccn3)cc2)c(Cl)c1)C(CO)Cc1ccc2cccnc2n1,CCOc1ccc(CNC(=O)C2=NN(SCc3ccc(Cl)cc3)C(=O)CC2)cc1OCC,Cc1ccccc1CC1SC(Nc2ccccc2-c2ccco2)=NC1=O,O=C1Nc2ccc(Br)cc2C1=CC(=O)c1ccc(O)cc1
Cc1sc(Nc2ccc(C#N)cc2)c(S(=O)(=O)c2ccc(I)cc2)c1C,CCOC(=O)NS(=O)(=O)c1cnc(-c2ccccc2)s1,Nc1c(CC(=O)Cn2cnc([N+](=O)[O-])c2)oc2nc(C=NO)ccc12,COc1ccc(C(=O)NCCC(C)C)cc1NCC1CCCCC1,CS(=O)(=O)N1CCC(CNc2cccc([N+](=O)[O-])c2)CC1
CC(C)(C)CNC(=O)Nc1ccc2c(c1)C(c1cccc3nc(N4CCC(S(C)(=O)=O)CC4)nn13)c1ccccc1-2,CCN(CC)c1ccc(C2=C(C(=O)Nc3ccc(OC)cc3OC)C(=O)OC2=O)cc1,CC(C)Oc1ccc(CNC(=O)CCS(C)(=O)=O)cc1,Nc1nc(NCc2ccccc2F)cc(Nc2ccc(Cl)cc2)n1,CCC1(O)C(=O)OCc2c1c(C(F)(F)F)c1n(c2=O)Cc2cc3ccccc3nc2-1
Cc1cc(OC(=O)c2ccc3sccc3c2)ccc1Cl,Cc1nc(NC(=O)C2CC2)sc1-c1c(N)ncnc1N1CCN(c2ccc(-n3ccnc3CNC(=O)OC(C)(C)C)cc2F)CC1,CC(C)Sc1ncccc1C(=O)NCCN1CCCCC1,CC(NCC1Cn2c(-c3ccccc3)cnc2CO1)C(=O)O,CCN(C(=O)COc1cccc2ccc(-c3ccc(=O)n(-c4cccnc4)n3)nc12)C1CCS(=O)(=O)C1
Cc1c(Br)cccc1C(=O)N1CCC(n2cncn2)CC1,CC(O)C1C(=O)N2C(Cc3ccccc3)=C3CC(SCC[N+]4(C)CCOCC4)CCC3C12,COc1ccc(-n2nnnc2NCC2CCS(=O)(=O)C2)cc1OC,COC(=O)c1ccc(Nc2nc(Nc3ccccc3C)cc(C3CCCN3c3c4ccc(OC)cc4nc4cc(OC)ccc34)n2)cc1,CC(=CCN1CCc2ccccc2C1)CN(C(=O)CCc1ccc(F)c(F)c1)C1CC1
CCSc1nc2c(N)ncnc2n1C1OC(CCNC(=O)C2(c3ccccc3)CCN(C)CC2)C(O)C1O,C=CCCCC(=O)Nc1nc(NCCc2ccccc2)c2ncn(C3CCCCC3)c2n1,O=c1[nH]c2c(F)cccc2cc1O,O=C(O)c1ccc(NN=Cc2ccc([N+](=O)[O-])cc2Cc2ccc3ccccc3c2)nc1,O=C1CC(=O)CC(c2cccc(Br)c2)C1
CCc1ccc2c(c1)c(=O)c(C(=O)c1ccsc1)cn2SCC(=O)OC1CCS(=O)(=O)C1,CC1CCc2nc(O)c(NC(=O)c3coc(-c4ccco4)c3)cc2C1,O=C1c2cc(Cc3ccccc3Oc3ccc(C(F)(F)F)cc3)nn2CCC12CCCC2,COCCN1CCN(C(=O)Nc2ccccc2Nc2ccc(F)cc2)CC1,CC(CNC(=O)NC1CCC(Cc2ccccc2)C1)NC(=O)c1ccccc1
Cn1c(CO)cnc1Nc1ccc(CN2CC3CC(C2)c2cccc(=O)n2C3)cc1,Cc1ccc(CNC(=O)CCCSCc2ccc(-c3ccc(C)c(Cl)c3)cn2)cc1,CC(=O)Oc1cccc(Oc2ccccc2I)c1,N#CCCN(CC#Cc1ccccc1)OS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,Cc1cccc(N2CCC(=C3c4ccc(Cl)cc4CCc4cc(O)cnc43)CC2)c1
COc1ccc(N2CCC(Nc3ccc(C4CCCCC4)cc3)C2=O)cn1,CC1COC2(C)Oc3c(c(O)c(-c4ccc(O)cc4)c4c3CC3C(C)COC3(C)O4)CC12,COc1cc(C(=O)n2nc(C)c3nnc4cc(Cl)c(F)cc4c32)co1,C=CCNc1nnc(-c2cnn(-c3ccc(C(F)(F)F)cc3)c(=O)c2-c2ccc(Cc3ccccc3)o2)s1,O=S(=O)(Cc1ccc(-c2cccc(Cl)c2F)cc1Cl)N1CCC(c2ccccc2Cl)CC1
Nc1nc([N+](=O)[O-])cn1C1OC(CNC(=O)c2ccc(-n3cccn3)cc2)C(O)C1O,C=Cc1ccccc1C(=O)Oc1cc(F)c2c(c1O)C(=O)C1=C(O)C3(O)C(=O)C(C(=C)C)=C(O)C(OC)C3CC1C2,CCOc1ccccc1NC(=O)CSc1nc2cc(O)ccc2c(=O)n1-c1ccccc1,CCCCC1CN=C(C=CNc2ccccc2)N1,CCCCNC(=O)OCCC1COCC=CCCNC(=O)c2cc(NCCC(C)C)cc(c2)C(=O)N1
O=C(O)CNC(=O)c1cc(NC(=O)c2c(F)cccc2F)cc(C2=CCCCC2)c1N1CCOCC1,Cc1ccc(C)c(C(=O)NCc2ccc3c(c2)OCO3)c1,COC(=O)Cn1c(-c2ccc(Cl)cc2)nc(C)c(-c2cccnc2)c1=O,CC(C)CNc1noc2cc3c(cc12)C1(CC1)C(=O)N3CCCN1CCCC1Cc1ccc(C(F)(F)F)cc1,O=C(NCc1ccccc1)n1[nH]c(=NC(=O)C(F)(F)F)c2cc(-c3ccc4c5c([nH]c4c3)CC3CCC5N3)ccc21
NNC=O,COc1ccc2c(c1)C(=NNC(=O)CSc1nnnn1-c1ccc(C)cc1)C(=O)N2,CC(NC(=O)C1CC1)NC(=S)NCCc1cccc(Cl)c1,O=C(O)c1ccc(Nc2ncnc3c2ncn3C2OC(COc3ccc4[nH]ncc4c3)C(O)C2O)cc1,CN(CCCNC1CCCCC1)c1ccc(C#N)cc1
COCCNC(=O)CC1CC(CN2CCOCC2)C2(C)c3[nH]c4ccc(OC)cc4c3CCN2C1=O,CN(NS(C)(=O)=O)C(C(=O)NC1OC(CO)C(O)C1F)c1ccccn1,COC(=O)c1cccc(CN2C(=O)C3C4CC(C5C(c6cc(Cl)ccc6O)=NOC45)C3C2=O)c1,COC(c1ccccc1)C1(Cn2c(-n3ccc4ncccc43)c(-c3c[nH]c4ccccc34)c(=O)[nH]c2=S)CC1,COC(=O)c1ccc2c(c1)NC(=C1C(=O)Nc3c1cccc3-n1cnnn1)C2=O
COc1cc(C=NCCn2cnnn2)ccc1O,CC(=O)Oc1ccc(N2CCc3c(nnn3C)C2CCOc2cc(O)c3c(=O)cc(-c4ccccc4)oc3c2)cc1,COc1ccc(-n2c(=O)c3c4c(sc3n(CC(=O)N3CCCc5ccccc53)c2=O)CCCCC4)cc1OC,CC(=NNC(=O)c1cccc(C)c1)c1csc2ccccc12,Cc1ccccc1OCc1ccc(-c2cc3c4ccccc4[nH]c(=O)n3n2)cc1
CCCCC(CC)C(=O)c1c(NC(C)C)c(N)n(N)c(=O)c1C#N,C=C(C)COc1ccccc1C(=O)N1CCc2c(cnc(C)c2CCN2C(=O)CN(C)C2=O)C1,CCCc1cc2c(s1)NC(c1cc[nH]n1)NC2=O,O=c1[nH]c(=O)n(C2CCC3(CC2)OCC2(OO3)C3CC4CC(C3)CC2C4)cc1F,C1=Cc2c3ccccc3c3c4c(ccc(c24)C1)CC=C3
Cc1ccccc1-c1nc(SCC(=O)Nc2ccc3c(c2)OCO3)c2c(=O)n(C)c(=O)n(C)c2n1,CC(C#N)N=C(O)N1CCC2Nc3c(-c4ccc(C#N)cc4)c(Cc4ccc(Cl)cc4)nn3CC2C1,COc1cc(CN2C(C)(C)CCCC2(C)C)ccc1NC(=O)c1cscn1,Cc1cccc(-n2cc3c(n2)C(C)(C)C2CCC4(C)C(CC=C5C6CC(C)(C)CCC6(C(=O)C6CC6)CCC54C)C2(C)C3)c1,Cc1ccc(OCc2nc(C(C)(C)C)n(-c3c(C)n(C)n(-c4ccccc4)c3=O)n2)c(C)c1
CCOc1ccc(C(O)c2snc(-c3cnc4c(CC)cccc4c3Nc3ccc4ncccc4c3)c2OC)cc1,CCC(=O)c1sc(NCC(=O)O)nc1-c1ccccc1,Nc1ccc(S(=O)(=O)Nc2cc(-c3ccccc3)nn2-c2ccc(Cl)cc2)cc1,COc1ccc(N=C(O)c2ccc3c(c2)CCCN3S(=O)(=O)c2cccc3ccncc23)cc1,CN1CCN(c2cccc(Oc3ccccc3)c2)C(N=O)C1
CC1CN(C(=O)N(C)C2CCCCC2)CC(C)O1,Cn1c(C(=O)Nc2c(-c3ccccc3)ccc(F)c2F)cc2sccc21,Oc1nc2ccc(-c3c[nH]c4ncnc(Nc5ccc(F)cc5)c34)cc2nc1O,O=C1c2ccc(-c3ccc(O)cc3)cc2CCc2ccc(Cc3ccccc3)nc21,Cc1ccc(NC2CCN(CCc3ccc(F)cc3)CC2)c(ON2C(N)=NC(N)=NC2(C)C)c1
O=C(Nc1ccc(Cl)cc1)c1cc(I)ccc1O,COc1cc(-c2c[nH]c3ncnc(NCc4cn(-c5ccc(OCCOc6ccc(Cl)cc6)cc5)nn4)c23)cc(OC)c1O,CC(=O)c1c(SC(C)C)oc(=O)n1CO,O=C1CCc2cc(S(=O)(=O)Nc3cccc(Cl)c3)cc3c2N1CC3,COc1cccc(-n2c(S)nnc2SCC(=O)c2ccc(Cl)cc2)c1
COc1cc(O)c(C=NNC(=O)Nc2ccc3c(c2)OCCO3)c(OC)c1,CC1(C)CC=C(c2ccc(OC3(C4CC4)CC3)cc2Cl)c2cc(-c3cccc(OCCN4CCOCC4)n3)ccc21,Cc1ccc(OCc2nc3cc4ccccc4cc3[nH]2)cc1C,Clc1ccc(CSCCc2coc(-c3nccnn3)c2)c(Cl)c1,CCOc1ccc2nc(Nc3cc(F)ccc3O)sc2c1
CSc1cc(N2CCC(NC3CCCCC3)C2=O)ccc1-n1cc(C(=O)NN)cn1,CC(C)(C)C=C(C#N)C(=O)NC1C(=O)N2C(C(=O)O)=C(CCSc3nc4ccccc4o3)CSC12,Cc1ccc(C(NC(=O)CC(=O)Oc2ccc(F)cc2)c2cc(Cl)c3cccnc3c2O)cc1,CC(=O)CC(CNc1ccccc1C)C(=O)O,NC(=O)c1ccc(N2CCN(CCc3ccc4nc(C(F)(F)F)[nH]c4c3)CC2)cc1
Cc1ncc2c(n1)-c1ccc(Cl)cc1C(c1cccs1)=NC2,CCOCCCNC(=O)C(=O)C(Cc1ccc(C)cc1C)NC(=O)C(Cc1ccccc1)N(C)C(=O)OC(C)(C)C,c1ccc(N2CCN(Cc3cc(C4CCCNC4)cs3)CC2)nc1,COC(=O)c1cc(C(C)=O)cc(N2CCN(C)CC2)c1,C[N+](C)(C)Cc1c[nH]c2c(=O)[nH]cnc12
COc1cc(C=NNC(=O)c2csc(CN(c3ccccc3)c3ccc(N(C)C)cc3)n2)cc(OCC(=O)O)c1OC,O=C(NCc1cccs1)c1cccc(Oc2ccc(Cl)cc2)c1,Cc1c[n+]([O-])ccc1CCC(CN)CN(CCc1ccc(O)c(N)c1)Cc1ccccc1,C=CS(=O)(=O)CCCCCCS(=O)(=O)CCN1CCN(C(=O)CCCCCCCCCCN2CC(Cc3ccccc3)c3c2cc(N)c2ccccc32)CC1,COc1ccc(NC(=O)c2c(-c3cccc(Br)c3)noc2C)cc1
Cc1ccc(Nc2ncnc3c(NCCCNC(=O)N4CCCc5ccccc54)ncnc23)cc1,COc1ccnc(Nc2ccc(O)c(NC(=O)CN3CCOCC3)c2)n1,Cc1ccccc1-c1nc(-c2cccc(C(=O)NC(C)(C)C#N)c2)cs1,CCCc1nc(-c2ccc(C(=O)N3CCC(N)CC3)cc2)c(C)n1S(=O)(=O)N1CCOCC1,COc1ccc(CNc2c(C)c(Cc3ccc(N(C)C)cc3)c(OC)c3ccnn23)cc1OC
COc1onc(C2CCC(O)C2)c1Oc1cc(Cl)cc(Cl)c1,CC(C)(C)OC(=O)Nc1ccc(C(=O)Oc2cnc(-c3cc(Cl)c(O)cc3O)cn2)cc1C(C)(C)C,CC1CC(=O)N(CCCCN2CCN(c3cc(Cl)ccc3Cl)CC2)C1=O,CC(=O)Nc1cccc(CC(=O)N2CCN(C)CC2)c1,C=C1COOC2(CCC(C(=O)c3ccc([N+](=O)[O-])cc3)CC2)OOC1
CC(CO)c1ccc(C(=O)N2CCC3(CC2)C(=O)N(N=Cc2ccc(Oc4ccccc4)cn2)CN3Cc2ccccc2)cc1,O=C1C(=Cc2ccc(Br)cc2)Cc2ccccc2C1=Cc1ccc(Br)cc1,N#Cc1ccc(C=C(Br)C(=O)O)cc1,O=C(Nc1ccc(Br)cc1)c1ccc(C(=O)c2ccccc2)[n+]([O-])c1,Cc1c(Cl)cccc1Nc1nnc(-c2ccc(OC(=O)Nc3ccccn3)cc2)s1
CCC(C)C(NC(=O)NCc1cccc(OC2(c3cc4ccccc4[nH]3)OC(=O)c3ccccc32)c1)C(=O)Oc1ccccc1,CCOC(=O)COc1cc(C#N)ccc1Cl,c1cncc(-c2nc(N3CCOCC3)nc3ccsc23)c1,CC1=CC(C)(C)Nc2ccc3c(c21)C(=Cn1ccnn1)Oc1ccccc1-3,CC(O)CNCC(=O)Nc1cnc(C2CC2)c(-c2ccc(-c3cccc(C(F)(F)F)c3)c(F)c2)c1
Cc1cccc(O)c1N=NC1CCN(Cc2cccc(F)c2)CC1,O=C(NNC(=O)c1ccc(Br)s1)c1cccnc1,CNc1nc(Nc2ccccc2N2CCC3(CCN(C)C3)CC2)ncc1Cl,Cc1cc(Br)ccc1NC(=O)N(CCO)CC1COc2ccccc2O1,Cc1cc(Oc2ccc(Cl)cc2-c2ccccc2CI)ccc1C1SC(=O)NC1=O
CC(=O)Nc1cccc2c1C(=O)c1c-2n[nH]c1-c1ccc(Cl)cc1,COc1ncccc1OCc1cc(C(=O)c2ccncc2)c(O)c(O)c1O,O=C(O)CC1(CC=Cc2ccccc2)Cc2ccccc2O1,CC(C)(C)ONc1nn2c(-c3ccccc3)ccnc2c1-c1cc(C#N)cc(NC(=O)Nc2cc(Cl)cc(Cl)c2)c1Cl,CC(NC1CCCc2ccccc2N(CN(C)S(=O)(=O)c2ccc(-c3ccc(C(O)(O)C(F)(F)F)cc3)cc2)C1=O)C(=O)O
CC(C(=O)OC(=O)C(C#N)=Cc1ccccc1)N1C(=O)C(=Cc2ccccc2)SC1=S,COC(=O)CNc1cc(-c2cccc(OCc3cc(Cl)cc(Cl)c3)c2C(=O)NO)nn(C)c1=O,COCc1cc(C(F)(F)F)ccc1-c1nc(-c2cccc(C(=O)NCCS(C)(=O)=O)n2)cn1-c1ccc(C)cc1,FC(F)(F)CNc1cc(C2CC2)nc2c(-n3cnc4ccccc43)cnn12,CCCc1ccc(C2C(C(=O)c3ccncc3)=C(O)C(=O)N2C2C(=O)CC(C)(C)CC2=O)cc1
COc1ccc(CCN=C2OCc3ccccc32)cc1Oc1ccccc1,CCCCNc1nnc(C#Cc2ccc(-n3ccc4c(-c5sc(C)nc5C)cccc43)nn2)s1,CC(C)c1nc2[nH]c(NCCCCCC(=O)O)nc(S(=O)(=O)c3ccccn3)c-2n1,COCCOc1c2cc(NC(=O)C(C)(C)C)ccc2nn1C,COC(=O)C(=CC1(O)c2ccccc2-c2ccccc21)C(=O)OC
COCCOC(=O)C(C#N)=C(NCc1cocn1)C(C)C,Cc1ccc(C(=O)Nc2cc3c(cc2Cl)OCCCO3)cc1,COc1cc(CC(N)c2ccc(CN3CCN(C4COC(N(C)C)C4)CC3)cc2)ccc1O,COc1ccccc1NC(=O)C(=O)c1ccc2c(=N)[nH]ccc2c1F,CC(C)OC(=O)CN1CCc2sccc2C1C(=O)CC(C#N)C(=O)OCc1ccccc1
CCc1cc(Oc2cccc3ccccc23)c(O)cc1C=C1N=C(C)C(C(=O)N(Cc2ccccc2)CC2CN(C)c3ccccc3O2)=C1C,O=c1oc2ccccc2cc1Oc1ccc2c(c1)CC(S(=O)(=O)N1CCCC1)CCC2,COc1ccc2nc(-c3ccco3)c(NC(=O)CS)nc2c1,COCCn1nc(C)c(NC(=O)c2c(F)cccc2F)c1C,COc1ccc(C(=O)N2CCC3CN(c4cc(F)cc(F)c4)C3C2)cc1-c1noc(C)n1
CCOc1ccc2c(c1)C1(COC(N)=N1)c1cc(C#CC(C)(C)C)ccc1O2,CCC(C)C(N)CN(CC1(CCCOC)CCCCCC1)C(=O)Nc1ccccc1C(=O)OC(C)(C)C,CC(C)(O)CN=C(O)c1cncc(C(=O)NC(C)(C)C)c1,COc1ccc(CN(C)C(S)=NCc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)cc1,Cc1c(Cc2ccccc2)sc[n+]1Cc1ccc(CNCCc2ccc3[nH]nnc3c2)cc1
COC(C=Cc1ccccc1)=C1C(=O)C=CC1=O,O=c1c2ccc(O)cc2ccn1Cc1ccccc1OCc1ccccc1,CCOc1cccc(=O)c2c(C)n(C(=O)c3ccc(CC)cc3)c(C)c12,O=c1ccc2ccc(Oc3ccc4c(c3)C35CCCCC3(O)C(C4)N(CCCO)CC5)cc2o1,CS(=O)(=O)c1ccc(CN2CCc3c(sc(NC(=O)c4ccccc4)c3C(=O)O)C2)cc1
CCCCCCCCCC(=O)C(O)c1ccccc1,Cc1ccc(C)c(NC(=O)NC(=O)COCC(=O)c2ccccc2F)c1,CN1CCN(c2ccc(S(=O)(=O)c3ccc4c(c3)CCCN4S(=O)(=O)c3ccc(F)cc3)cn2)CC1,CC1CCC(CC(=O)N2CCC(O)(CN(C)c3cccnc3)C2)CC1,O=C(CF)Nc1c(F)c(Oc2ccc3ccccc3c2)nc(Oc2cc(C(F)(F)F)ccc2CC(=O)c2ccccc2)c1F
COc1ccc(-c2nnc(CN(C(=O)c3ccsc3)c3cccc(OC)c3)o2)cc1,CC1(C)NC(=N)NC(=N)N1CCc1coc2ccccc12,CCCCn1c(=O)c(-n2c[n+](Cc3ccccc3)c3cc(C)c(C)cc32)nc2cccnc21,Cc1ccccc1CCCCC=CCC=CCC=CCC=CCCCC(=O)N(C)CCC#N,CNC(=O)c1cnc2cc(NC(=O)c3coc(-c4ccn[nH]4)c3)ccc2n1
COc1cc2[nH]c3ccccc3c2cc1C(=O)N1CCC2(CC1)Nc1ccccc1NC2=O,COc1cccc(-c2ccc(O)cc2Oc2ccnc(Nc3ccc(OCC(O)CN4CCN(C)CC4)cc3C)n2)c1,CN1CCc2nc(C(=O)Nc3ccc(C=Cc4ccc5c(c4)COC5(C)C)c(C(=O)c4cccnc4)c3)sc2C1,COc1ccc(N2CCN(C(=O)C3CC(=O)N(c4cccc(Br)c4)C3)CC2)cc1,CCC(=O)Nc1c(C(F)(F)F)nc2cc(CCN3CCCCC3)ccc2[n+]1[O-]
COc1cc(O)c2c(=O)cc(NCc3cccc4ccccc34)oc2c1,CCN(CC)C(=O)Oc1ccc(-c2nccnc2C(=O)O)cc1F,COc1cc(-c2nn(C=CC(=O)O)cc2-c2ccc(F)cc2)ccc1Oc1cccc2ccccc12,O=C(Nc1cc(F)cc(F)c1)c1ccc(OCc2ccccc2)nc1,CCCN(CC1CCCO1)c1ncc2c(n1)-c1ncccc1NC(=O)C2
C=CC(C)(C)N1CCn2c(S)nc3cccc(c32)C1Cc1ccccc1,O=C(O)c1ccc(CN2CCC(C(=O)Nc3ccc(-c4cn(C5CCC5)nc4-c4cccc(F)c4)nc3)CC2)cc1,CON=C1CCC2(C)C(CCC3(C)C2C(=O)C=C2C4CC(C)(CO)CCC4(C)CCC23C)C1(C)C,CNc1cc(C(=O)N2CCCC2c2cc(C3(C(C)C)CCOC3)ncn2)ccn1,CC(=O)c1cc2c(nn1)-c1ccccc1C2=O
Cc1c(NC2CCC2)ccc2[nH]ccc12,Oc1nc2cc(Cc3ccc(OCCN4CCCCC4)cc3)ccc2[nH]1,C=CC(=O)NCc1ccc2c(c1)CCN2Cc1ccc(-c2cccc(C(F)(F)F)c2)cc1,CC(C)CC1NC(=O)C(Cc2cncnc2)NC(=O)C(CC(N)=O)NC(=O)CNC(=O)C(CO)NC(=O)CNC1=O,C#Cc1ccc(C=CC(=O)c2cnc(N)nc2N)cc1
CCCCOCCCNS(=O)(=O)c1ccc(C(F)(F)F)cc1,CC(=O)CCCCCNC(=O)CNC(=O)CCCN1CCOCC1,CCCCCCCCCCCCCCCCCCC(CO)CO,CCCCCCCCC(C(=O)NC1CCCCN(c2ccc(-c3ccccc3OC)cc2)C1=O)C(C)C(=O)NO,Cc1ncc(NC(=O)C2CCCN2c2cccc(Cl)c2)s1
CN(C)C(=O)N(Cc1ccccc1)C(=O)c1ccnc2ccsc12,COc1ccc(C(=Cc2ccccc2)C(=O)O)cc1OC,O=C1c2ccccc2C(=O)c2c(N[N+](=O)[O-])ccc(O)c21,COc1cc(NC(=O)CSc2nc3nc(C)c(Cc4ccccc4)c(C)n3n2)cc(OC)c1OC,Cc1nc2sccn2c1C1CCN(c2cc(-c3ccccc3)[nH]c(=O)c2)CC1
